date,hour,mibor,repo,cblo,usdinr,gsec,call_avg,balance,inflow,outflow
2024-01-05,18,6.7398,6.4843,6.496,83.2692,7.1243,6.6169,200.8,1.6,1.0
2024-01-05,19,6.7456,6.4854,6.4907,83.3573,7.1229,6.6289,201.4,2.0,1.4
2024-01-05,20,6.7422,6.4874,6.4968,83.2908,7.1247,6.6174,202.2,1.6,0.8
2024-01-05,21,6.7401,6.4842,6.4926,83.2783,7.1298,6.6007,200.1,0.5,2.6
2024-01-05,22,6.7475,6.4805,6.4934,83.2907,7.125,6.6257,200.0,0.8,1.0
2024-01-05,23,6.7481,6.4829,6.4946,83.2952,7.1282,6.6276,199.9,1.5,1.6
2024-01-06,0,6.7523,6.5055,6.4922,83.2304,7.1273,6.6242,200.9,1.7,0.7
2024-01-06,1,6.7622,6.5014,6.4857,83.2944,7.131,6.6195,202.4,2.1,0.6
2024-01-06,2,6.7598,6.5,6.4879,83.2615,7.1349,6.6274,204.1,2.3,0.5
2024-01-06,3,6.7434,6.4969,6.4892,83.2855,7.1271,6.6272,204.6,2.0,1.6
2024-01-06,4,6.7544,6.4987,6.4807,83.25,7.1296,6.6126,204.6,1.2,1.1
2024-01-06,5,6.7566,6.5016,6.4793,83.2388,7.1292,6.6312,206.1,2.5,0.9
2024-01-06,6,6.7505,6.4928,6.4876,83.2657,7.1347,6.615,208.3,2.8,0.6
2024-01-06,7,6.7598,6.501,6.4887,83.2396,7.127,6.631,208.7,1.0,0.6
2024-01-06,8,6.7618,6.4945,6.4882,83.2217,7.1268,6.6122,211.2,2.9,0.5
2024-01-06,9,6.7572,6.501,6.4797,83.2397,7.129,6.6206,213.1,2.5,0.6
2024-01-06,10,6.7572,6.4978,6.4875,83.2851,7.1307,6.6096,214.0,2.0,1.1
2024-01-06,11,6.7522,6.501,6.4902,83.2346,7.133,6.6092,214.3,1.6,1.2
2024-01-06,12,6.7592,6.5036,6.4848,83.2603,7.1281,6.6168,214.3,1.9,1.9
2024-01-06,13,6.7575,6.5008,6.4863,83.2378,7.1295,6.6304,213.9,1.5,1.9
2024-01-06,14,6.7614,6.4976,6.4918,83.2412,7.1267,6.616,212.1,1.4,3.2
2024-01-06,15,6.7694,6.4953,6.4852,83.232,7.1255,6.6219,212.4,0.9,0.6
2024-01-06,16,6.7583,6.5001,6.4912,83.227,7.1293,6.6221,213.8,2.5,1.1
2024-01-06,17,6.7546,6.495,6.4873,83.2492,7.1259,6.6327,212.7,0.6,1.8
2024-01-06,18,6.7557,6.4963,6.4862,83.2583,7.1304,6.6245,212.7,1.6,1.5
2024-01-06,19,6.7525,6.5043,6.4938,83.2657,7.133,6.6216,213.2,2.0,1.6
2024-01-06,20,6.7521,6.4993,6.4823,83.2578,7.1281,6.6231,214.8,2.8,1.1
2024-01-06,21,6.7508,6.5014,6.4829,83.2678,7.1298,6.6248,215.4,1.5,1.0
2024-01-06,22,6.7599,6.5004,6.4859,83.2555,7.1368,6.6028,217.1,3.6,1.8
2024-01-06,23,6.7507,6.505,6.4831,83.2854,7.1216,6.6188,218.1,2.5,1.6
2024-01-07,0,6.7995,6.5003,6.4767,83.2486,7.1266,6.6264,219.7,2.5,0.9
2024-01-07,1,6.7895,6.4973,6.4733,83.2608,7.1245,6.627,220.7,2.1,1.1
2024-01-07,2,6.7967,6.5009,6.4725,83.27,7.1253,6.6328,221.6,2.0,1.1
2024-01-07,3,6.7836,6.5026,6.4673,83.2724,7.122,6.6256,219.6,0.6,2.7
2024-01-07,4,6.7981,6.5004,6.4804,83.2486,7.1255,6.6391,219.9,2.1,1.9
2024-01-07,5,6.7921,6.5014,6.4709,83.2313,7.1214,6.6413,219.6,1.3,1.6
2024-01-07,6,6.8059,6.5011,6.4716,83.2399,7.1287,6.6486,220.1,1.5,1.0
2024-01-07,7,6.798,6.4973,6.4662,83.2867,7.1304,6.6523,223.7,4.3,0.7
2024-01-07,8,6.7909,6.5034,6.4742,83.2609,7.1239,6.6397,224.8,2.7,1.6
2024-01-07,9,6.7929,6.4972,6.4744,83.24,7.1232,6.6276,225.6,2.4,1.6
2024-01-07,10,6.7945,6.4974,6.4676,83.3283,7.1249,6.6305,225.8,1.9,1.7
2024-01-07,11,6.7982,6.5002,6.4684,83.3,7.1255,6.6331,225.8,1.9,1.9
2024-01-07,12,6.7965,6.4941,6.4728,83.2626,7.1239,6.6282,225.8,1.7,1.7
2024-01-07,13,6.8076,6.4973,6.4772,83.2364,7.1272,6.6346,226.2,1.8,1.4
2024-01-07,14,6.7896,6.4946,6.4696,83.2715,7.1316,6.652,225.0,0.8,2.0
2024-01-07,15,6.798,6.4967,6.4673,83.2622,7.1245,6.6528,226.7,2.3,0.7
2024-01-07,16,6.7965,6.4952,6.4684,83.2752,7.1266,6.6358,227.1,2.0,1.5
2024-01-07,17,6.7922,6.4974,6.4749,83.2643,7.1278,6.6328,228.0,1.5,0.6
2024-01-07,18,6.7927,6.497,6.4672,83.3115,7.1237,6.6366,229.5,2.3,0.8
2024-01-07,19,6.7926,6.4907,6.4786,83.2855,7.1261,6.6334,229.2,1.6,1.9
2024-01-07,20,6.7914,6.499,6.4712,83.2675,7.1226,6.6179,227.7,0.9,2.3
2024-01-07,21,6.7908,6.5003,6.4739,83.3054,7.125,6.6368,229.1,3.0,1.7
2024-01-07,22,6.7985,6.4976,6.4791,83.2939,7.1205,6.6092,230.1,1.9,0.9
2024-01-07,23,6.7955,6.4995,6.4665,83.2135,7.1211,6.634,230.7,1.9,1.2
2024-01-08,0,6.7895,6.5015,6.4483,83.259,7.1418,6.6101,229.6,1.1,2.2
2024-01-08,1,6.78,6.5051,6.4499,83.3037,7.1505,6.6201,229.2,1.5,1.9
2024-01-08,2,6.7835,6.5043,6.4498,83.2859,7.1458,6.6156,230.0,2.2,1.4
2024-01-08,3,6.7797,6.5089,6.4408,83.3101,7.1442,6.6115,229.9,1.3,1.4
2024-01-08,4,6.7879,6.5,6.4441,83.2799,7.1446,6.6256,229.0,0.9,1.8
2024-01-08,5,6.7773,6.5033,6.4558,83.3129,7.1457,6.6141,229.9,2.8,2.0
2024-01-08,6,6.7817,6.5068,6.4503,83.2583,7.1439,6.6164,232.2,3.5,1.2
2024-01-08,7,6.782,6.5046,6.4408,83.2954,7.1489,6.6234,236.6,6.0,1.6
2024-01-08,8,6.7958,6.5008,6.4486,83.342,7.15,6.6261,242.7,7.6,1.5
2024-01-08,9,6.7844,6.503,6.4572,83.2693,7.1492,6.6096,250.1,8.5,1.0
2024-01-08,10,6.7799,6.504,6.4503,83.2579,7.1478,6.6133,253.1,4.5,1.5
2024-01-08,11,6.7806,6.5064,6.4592,83.2864,7.1516,6.6158,253.6,1.6,1.1
2024-01-08,12,6.777,6.503,6.4427,83.3022,7.1408,6.6184,253.8,1.9,1.8
2024-01-08,13,6.781,6.507,6.4485,83.2766,7.1444,6.6257,249.6,1.0,5.2
2024-01-08,14,6.7848,6.5065,6.4434,83.2832,7.1458,6.6181,244.4,1.4,6.6
2024-01-08,15,6.7775,6.4982,6.4531,83.2811,7.1457,6.6061,238.3,0.8,7.0
2024-01-08,16,6.7822,6.5052,6.4472,83.2678,7.1453,6.6212,234.7,1.9,5.5
2024-01-08,17,6.7844,6.5037,6.4511,83.289,7.1465,6.6211,231.6,1.8,4.9
2024-01-08,18,6.791,6.5007,6.4598,83.2817,7.1484,6.6101,230.8,0.8,1.6
2024-01-08,19,6.7764,6.5064,6.4438,83.2626,7.1521,6.6209,232.1,2.3,1.1
2024-01-08,20,6.7887,6.5017,6.4613,83.3028,7.1462,6.6123,232.5,2.0,1.6
2024-01-08,21,6.7904,6.4988,6.4502,83.2618,7.1478,6.6203,230.7,0.7,2.5
2024-01-08,22,6.7793,6.5059,6.4513,83.3037,7.146,6.6379,232.3,2.2,0.5
2024-01-08,23,6.7836,6.4981,6.4508,83.3021,7.1484,6.6244,232.0,1.6,1.9
2024-01-09,0,6.8419,6.5103,6.4326,83.3976,7.1485,6.6405,231.9,1.7,1.8
2024-01-09,1,6.8546,6.5141,6.4363,83.4082,7.1427,6.6281,231.4,0.7,1.1
2024-01-09,2,6.8423,6.511,6.4313,83.4149,7.1472,6.6342,230.8,1.5,2.2
2024-01-09,3,6.8462,6.5107,6.4262,83.3928,7.152,6.6384,230.6,1.0,1.2
2024-01-09,4,6.8457,6.5112,6.4298,83.4076,7.1511,6.64,228.3,1.0,3.3
2024-01-09,5,6.8449,6.5071,6.4326,83.3914,7.151,6.6304,228.9,2.1,1.4
2024-01-09,6,6.8404,6.5136,6.4324,83.3779,7.1501,6.6331,229.2,1.9,1.6
2024-01-09,7,6.8454,6.512,6.4298,83.4177,7.1391,6.6337,233.3,5.0,0.9
2024-01-09,8,6.8402,6.5159,6.4281,83.3963,7.1467,6.6442,239.0,6.8,1.2
2024-01-09,9,6.8407,6.5151,6.4321,83.4343,7.1476,6.6306,248.0,9.9,0.9
2024-01-09,10,6.8349,6.5099,6.434,83.3926,7.1488,6.6347,249.7,3.5,1.8
2024-01-09,11,6.8504,6.5159,6.4378,83.4565,7.1486,6.6307,252.0,3.9,1.7
2024-01-09,12,6.8366,6.5197,6.4359,83.3852,7.1489,6.6491,253.1,1.8,0.7
2024-01-09,13,6.8427,6.5164,6.4264,83.4231,7.1456,6.6548,250.4,2.0,4.6
2024-01-09,14,6.8486,6.5185,6.4304,83.447,7.1437,6.6293,242.3,1.2,9.4
2024-01-09,15,6.8328,6.5178,6.4313,83.417,7.1505,6.6544,236.8,0.5,6.0
2024-01-09,16,6.8401,6.5106,6.4349,83.4279,7.1496,6.6478,230.8,0.9,6.9
2024-01-09,17,6.8531,6.5107,6.4337,83.4361,7.145,6.6336,227.6,1.8,5.0
2024-01-09,18,6.8569,6.5077,6.4329,83.3927,7.1467,6.65,226.2,1.1,2.5
2024-01-09,19,6.8436,6.5072,6.4368,83.4398,7.1443,6.6381,227.2,1.9,0.9
2024-01-09,20,6.8441,6.5113,6.436,83.374,7.1537,6.6407,226.8,1.9,2.3
2024-01-09,21,6.8508,6.515,6.4266,83.4051,7.1475,6.6419,226.3,1.4,1.9
2024-01-09,22,6.8426,6.5138,6.4339,83.3997,7.1455,6.6463,228.1,2.9,1.1
2024-01-09,23,6.8422,6.5121,6.4217,83.4021,7.1498,6.6296,229.2,2.2,1.0
2024-01-10,0,6.8752,6.5032,6.4359,83.501,7.1814,6.6596,230.6,2.3,0.9
2024-01-10,1,6.8763,6.5048,6.4469,83.485,7.1822,6.6597,230.4,1.7,1.9
2024-01-10,2,6.8705,6.503,6.4388,83.4745,7.1837,6.6715,227.6,1.0,3.8
2024-01-10,3,6.8782,6.5006,6.4455,83.464,7.1859,6.6619,229.9,3.1,0.7
2024-01-10,4,6.8764,6.5052,6.4386,83.4554,7.1831,6.641,229.6,1.6,2.0
2024-01-10,5,6.8675,6.5073,6.4485,83.5208,7.1822,6.654,231.6,2.5,0.5
2024-01-10,6,6.8771,6.5055,6.4453,83.4855,7.1751,6.655,233.7,3.2,1.1
2024-01-10,7,6.864,6.5013,6.4461,83.4666,7.1828,6.6642,237.0,4.7,1.3
2024-01-10,8,6.8863,6.5075,6.4377,83.4411,7.1767,6.6457,241.4,5.9,1.5
2024-01-10,9,6.8778,6.5088,6.449,83.4578,7.1759,6.6587,249.4,9.8,1.8
2024-01-10,10,6.8749,6.5041,6.4418,83.4796,7.1812,6.6689,253.4,5.1,1.1
2024-01-10,11,6.872,6.4978,6.4477,83.4876,7.1772,6.6629,254.7,3.2,1.9
2024-01-10,12,6.867,6.5087,6.4284,83.4672,7.1793,6.6493,256.7,2.8,0.8
2024-01-10,13,6.8666,6.512,6.4471,83.4522,7.1794,6.6705,253.8,1.1,3.9
2024-01-10,14,6.8677,6.5068,6.441,83.4733,7.1766,6.6528,245.2,0.5,9.1
2024-01-10,15,6.868,6.5054,6.4455,83.4793,7.1757,6.6556,232.3,0.6,13.5
2024-01-10,16,6.8818,6.5,6.4426,83.4627,7.1779,6.6658,227.3,1.4,6.5
2024-01-10,17,6.8699,6.5082,6.4539,83.4673,7.1833,6.653,226.1,1.5,2.6
2024-01-10,18,6.8626,6.5053,6.4396,83.455,7.1739,6.6476,225.8,1.5,1.8
2024-01-10,19,6.8805,6.5076,6.4398,83.4631,7.177,6.6575,225.0,2.0,2.7
2024-01-10,20,6.8678,6.5092,6.4416,83.4975,7.1781,6.6574,224.2,1.1,1.9
2024-01-10,21,6.8756,6.5085,6.4455,83.452,7.1821,6.6549,224.9,1.6,0.9
2024-01-10,22,6.859,6.5081,6.4453,83.4909,7.1816,6.6631,224.4,1.7,2.2
2024-01-10,23,6.8635,6.5042,6.4413,83.4912,7.1799,6.6564,225.5,2.7,1.6
2024-01-11,0,6.8877,6.5395,6.4355,83.528,7.2157,6.648,224.0,1.2,2.7
2024-01-11,1,6.8811,6.5403,6.4281,83.5312,7.2173,6.6605,225.7,2.7,1.0
2024-01-11,2,6.8804,6.5326,6.4373,83.5527,7.214,6.6567,225.9,2.1,1.9
2024-01-11,3,6.8819,6.532,6.4293,83.5336,7.2127,6.6517,226.8,1.9,1.0
2024-01-11,4,6.8798,6.5391,6.4362,83.541,7.2126,6.6501,226.2,1.6,2.3
2024-01-11,5,6.8772,6.5366,6.4353,83.4927,7.2129,6.6399,225.4,1.9,2.6
2024-01-11,6,6.8767,6.5356,6.4313,83.5662,7.2151,6.6503,225.0,1.5,1.9
2024-01-11,7,6.8757,6.5391,6.4344,83.4912,7.2136,6.6615,228.6,4.4,0.8
2024-01-11,8,6.8815,6.5314,6.4329,83.5568,7.2145,6.6659,238.1,10.2,0.6
2024-01-11,9,6.888,6.5319,6.4321,83.4995,7.213,6.6498,244.9,7.8,1.1
2024-01-11,10,6.8859,6.5335,6.4319,83.5344,7.2139,6.6707,249.4,6.2,1.7
2024-01-11,11,6.886,6.5405,6.4219,83.5527,7.214,6.6543,251.4,3.5,1.4
2024-01-11,12,6.8732,6.5328,6.4327,83.5018,7.2098,6.6726,251.1,1.8,2.2
2024-01-11,13,6.8777,6.5344,6.4289,83.5137,7.2122,6.6601,247.6,0.7,4.2
2024-01-11,14,6.8859,6.5352,6.4317,83.5374,7.2142,6.6647,241.1,1.6,8.1
2024-01-11,15,6.882,6.5377,6.4266,83.5382,7.2121,6.6668,234.3,1.8,8.7
2024-01-11,16,6.8777,6.5359,6.4303,83.5292,7.2145,6.6512,232.1,1.8,4.0
2024-01-11,17,6.8808,6.5313,6.4309,83.4894,7.2122,6.6507,228.9,0.8,4.0
2024-01-11,18,6.8773,6.5328,6.4245,83.5066,7.2115,6.6626,229.1,1.2,0.9
2024-01-11,19,6.8824,6.5353,6.4268,83.5291,7.2194,6.6502,228.3,1.6,2.5
2024-01-11,20,6.8673,6.5315,6.4296,83.541,7.2183,6.6499,229.1,1.7,0.9
2024-01-11,21,6.8784,6.5373,6.4382,83.4977,7.215,6.6679,227.5,0.9,2.5
2024-01-11,22,6.8761,6.5356,6.4241,83.5003,7.2151,6.6529,227.5,1.0,0.9
2024-01-11,23,6.8747,6.5325,6.4308,83.5294,7.2131,6.64,226.8,1.6,2.4
2024-01-12,0,6.8364,6.518,6.4328,83.5822,7.217,6.6339,227.3,2.3,1.8
2024-01-12,1,6.8406,6.5204,6.4188,83.5973,7.2115,6.6235,229.3,2.9,0.9
2024-01-12,2,6.8397,6.5164,6.422,83.6046,7.2132,6.6468,231.3,3.8,1.7
2024-01-12,3,6.8439,6.5188,6.4329,83.5821,7.2184,6.6535,232.2,2.3,1.4
2024-01-12,4,6.848,6.5192,6.4203,83.6324,7.2174,6.6307,234.1,2.6,0.7
2024-01-12,5,6.8397,6.5232,6.4288,83.6032,7.2215,6.6426,233.8,1.5,1.7
2024-01-12,6,6.845,6.52,6.4293,83.6465,7.2155,6.6292,236.8,4.3,1.3
2024-01-12,7,6.8459,6.5191,6.4204,83.6104,7.2128,6.6166,243.9,8.3,1.2
2024-01-12,8,6.8372,6.5134,6.4347,83.606,7.2144,6.6475,251.8,9.8,1.9
2024-01-12,9,6.8363,6.5244,6.4219,83.6336,7.2156,6.6384,258.2,8.0,1.6
2024-01-12,10,6.8457,6.5161,6.4267,83.5809,7.2157,6.6333,262.1,5.2,1.4
2024-01-12,11,6.8444,6.5235,6.4196,83.6088,7.2189,6.6387,264.8,3.8,1.1
